State,District,Latitude,Longitude,District code,State name,District name,Male,Female,Population,Literate,Male_Literate,Female_Literate,Workers,Agricultural_Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Literate_Education,Illiterate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,No. of females per 1000 males,Literacy_ratio
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,JHARKHAND,Giridih,1258098,1187376,2445474,1253475,783736,469739,1036277,362610,32544,1856202,508586,14645,937,650,1503,1496125,1047685,1597269,533788,312967,944.0,51.0
Jharkhand,Godda,24.8189,87.2941735483871,351,JHARKHAND,Godda,677927,635624,1313551,604519,376212,228307,552191,307767,18719,937126,289182,37795,97,128,115,696847,653464,820367,308639,183519,938.0,46.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,JHARKHAND,Gumla,514390,510823,1025213,559720,321795,237925,487508,97918,12771,309563,51429,202449,221,531,23,715941,322119,643579,225871,155452,993.0,55.0
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,JHARKHAND,Jamtara,404830,386212,791042,426312,258260,168052,326631,135667,11547,550560,164406,4419,520,118,783,428897,366012,480895,189889,116810,954.0,54.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,JHARKHAND,Latehar,369666,357312,726978,350682,209706,140976,313379,142729,9205,473049,69808,47653,120,128,16,404807,349277,484084,152720,89870,967.0,48.0
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,JHARKHAND,Lohardaga,232629,229161,461790,259707,149568,110139,221332,80840,4449,112378,95012,16770,51,33,15,306651,188323,298844,100340,62244,985.0,56.0
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,JHARKHAND,Pakur,452661,447761,900422,352881,206989,145892,404584,150028,19471,410127,322963,75865,356,283,222,370163,548434,587976,206826,104418,989.0,39.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,JHARKHAND,Palamu,1006302,933567,1939869,1024563,621706,402857,713175,380976,19911,1683169,238295,6164,734,188,284,1163521,803424,1244572,425668,268387,928.0,53.0
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,JHARKHAND,Ranchi,1494937,1419316,2914253,1911433,1085244,826189,1142867,267360,38452,1612239,410759,193974,4826,932,2733,2246309,613855,1742293,725938,409166,949.0,66.0
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,JHARKHAND,Sahibganj,589391,561176,1150567,483263,287303,195960,490202,206902,43179,628044,398243,83208,198,245,125,531397,637296,745027,261849,137727,952.0,42.0
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,JHARKHAND,Simdega,300309,299269,599578,343483,191991,151492,288645,90232,8011,201524,15103,306601,51,753,114,397514,191341,357859,143560,97817,997.0,57.0
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,KARNATAKA,Bagalkot,950111,939641,1889752,1113412,641388,472024,818081,303243,44797,1634229,219991,3433,443,412,25198,1170429,608843,1123443,465706,299774,989.0,59.0
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,KARNATAKA,Bangalore Rural,509172,481751,990923,688749,385311,303438,459891,84108,19457,890429,92252,5368,389,272,1045,705888,205062,535765,278153,176083,946.0,70.0
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,KARNATAKA,Belgaum,2423063,2356598,4779661,3052032,1725548,1326484,2105668,649517,60342,4038331,528412,18418,2037,1086,178310,3282133,1346776,2669348,1251116,857143,973.0,64.0
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,KARNATAKA,Bellary,1236954,1215641,2452595,1421621,813440,608181,1116880,406092,22832,2103633,320834,14014,1029,284,8044,1468497,787762,1487013,617276,346905,983.0,58.0
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,KARNATAKA,Bidar,870665,832635,1703300,1042673,597198,445475,702608,280091,18095,1289709,335184,35438,1145,30453,680,1212360,515395,1018195,397120,287271,956.0,61.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,CHHATTISGARH,Bijapur,128663,126567,255230,86919,54076,32843,134525,49859,1399,245151,1617,2709,68,1649,15,80069,163278,167348,63802,23927,984.0,34.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,KARNATAKA,Bijapur,1111022,1066309,2177331,1248268,730566,517702,927722,351600,25379,1786830,369588,2433,558,374,8665,1253491,746979,1295274,527085,353549,960.0,57.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,KARNATAKA,Chikmagalur,566622,571339,1137961,818345,438257,380088,565774,126600,8873,1004553,101235,26000,182,109,4710,891309,204371,564994,341380,230864,1008.0,72.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,KARNATAKA,Chitradurga,840843,818613,1659456,1087392,607188,480204,856587,294337,26235,1520553,128751,3175,322,84,3778,1164789,452975,891230,460057,306412,974.0,66.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,KARNATAKA,Davanagere,986400,959097,1945497,1308540,720637,587903,875207,295873,31438,1658465,265805,5420,307,164,6417,1476376,467414,1068518,538551,336173,972.0,67.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,KARNATAKA,Dharwad,937206,909817,1847023,1301664,711776,589888,784833,207642,16463,1390020,386834,28747,1486,715,29037,1363803,428556,1017935,505688,322577,971.0,70.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,KARNATAKA,Gadag,537147,527423,1064570,700177,397178,302999,495722,200310,15485,907750,143665,3432,231,79,5993,702799,306138,601578,279069,183409,982.0,66.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,KARNATAKA,Gulbarga,1301755,1264571,2566326,1427368,828359,599009,1087028,415267,25891,2011014,513125,8344,826,9589,4865,1596603,883704,1570719,604665,388935,971.0,56.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,KARNATAKA,Hassan,883667,892754,1776421,1225256,668836,556420,903580,165910,16126,1630814,120011,15611,289,623,5820,1340398,401227,877340,522039,375918,1010.0,69.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,KARNATAKA,Haveri,819128,778540,1597668,1085443,603793,481650,730066,311263,20217,1281878,297927,2406,419,68,9834,1188358,383494,904453,426094,266586,950.0,68.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,KARNATAKA,Kodagu,274608,279911,554519,412877,215302,197575,278938,15153,1549,448986,87274,17130,139,126,250,430787,91352,276918,163360,113919,1019.0,74.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,KARNATAKA,Kolar,776396,760005,1536401,1016219,564110,452109,717872,201233,24178,1305431,199873,26722,253,150,2494,1079088,399089,841499,419380,274240,979.0,66.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,KARNATAKA,Koppal,699926,689994,1389920,809085,468785,340300,654766,273016,18794,1218024,161770,4081,296,85,2898,946512,472182,855430,330393,202984,986.0,58.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,KARNATAKA,Mandya,905085,900684,1805769,1149649,638668,510981,871408,216159,17834,1712695,77801,8506,322,299,3607,1270494,504734,902307,527236,375100,995.0,64.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,KARNATAKA,Mysore,1511600,1489527,3001127,1962180,1063766,898414,1314268,311002,28162,2631985,290549,39361,1255,16194,14419,2063359,747237,1580116,865220,553705,985.0,65.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,KARNATAKA,Raichur,964511,964301,1928812,979769,577213,402556,903413,383526,19095,1634062,272022,10394,538,2265,4156,997638,783126,1196670,465173,265810,1000.0,51.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,KARNATAKA,Shimoga,877415,875338,1752753,1263016,674938,588078,780598,246464,15087,1479424,234664,26521,400,120,9234,1383122,355222,913150,513297,325542,998.0,72.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,KARNATAKA,Tumkur,1350594,1328386,2678980,1813391,1006024,807367,1354646,352286,54523,2413812,245923,9130,477,187,5067,1969712,686274,1351461,760936,564196,984.0,68.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,KARNATAKA,Udupi,562131,615230,1177361,926429,465704,460725,513241,63390,10580,1009179,96740,65838,232,161,4534,1018426,204028,559565,340903,276234,1094.0,79.0
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,KERALA,Alappuzha,1013142,1114647,2127789,1852797,890552,962245,804471,71706,35865,1460447,224545,435056,268,146,74,1991380,163991,891512,648522,585591,1100.0,87.0
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,KERALA,Ernakulam,1619557,1662831,3282388,2855676,1425723,1429953,1249343,71391,23976,1509557,514397,1248137,860,614,1176,2848777,268315,1396968,1024720,858010,1027.0,87.0
Kerala,Idukki,9.80480963855423,77.04586641566264,596,KERALA,Idukki,552808,556166,1108974,923010,471881,451129,516363,145698,6888,541854,82206,481507,100,189,44,958204,126589,494456,352163,261471,1006.0,83.0
Kerala,Kannur,11.941523076923056,75.35209891725934,589,KERALA,Kannur,1181446,1341557,2523003,2138434,1012956,1125478,824116,82988,12875,1509592,742483,262526,424,1118,193,2290106,279352,1187177,741984,588081,1136.0,85.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,KERALA,Kasaragod,628613,678762,1307375,1037492,516476,521016,462998,38774,24496,729987,486913,87454,151,362,130,1068310,212905,688763,369883,246975,1080.0,79.0
Kerala,Kollam,8.929388820570157,76.6360775852431,600,KERALA,Kollam,1246968,1388407,2635375,2240273,1074345,1165928,912025,92193,21511,1697635,508500,421598,208,272,63,2341963,231286,1177359,795245,660965,1113.0,85.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,KERALA,Kottayam,968289,1006262,1974551,1749798,861592,888206,735735,63052,18523,983598,126499,858608,204,358,83,1793308,134393,811653,596302,565048,1039.0,89.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,KERALA,Kozhikode,1470942,1615351,3086293,2615443,1266939,1348504,948981,64198,13312,1734958,1211131,131516,297,235,601,2744977,335520,1487644,909581,686109,1098.0,85.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,KERALA,Malappuram,1960328,2152592,4112920,3311315,1597404,1713911,1062424,117405,18423,1135259,2888849,81556,205,179,68,3572086,622345,2406005,1041361,662311,1098.0,81.0
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,KERALA,Palakkad,1359478,1450456,2809934,2239492,1122600,1116892,1042340,249949,25035,1875980,812936,114397,220,238,78,2371669,439934,1395222,802611,608966,1067.0,80.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,KERALA,Thiruvananthapuram,1581678,1719749,3301427,2785408,1354857,1430551,1231669,94470,28587,2194057,452915,630573,404,301,76,2838716,309042,1488441,989238,820024,1087.0,84.0
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,KERALA,Thrissur,1480763,1640437,3121200,2678548,1282261,1396287,1095727,73941,27883,1823442,532839,757484,259,278,62,2787333,307665,1394214,931841,792182,1108.0,86.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,KERALA,Wayanad,401684,415736,817420,645585,328136,317449,340077,101630,4574,404460,234185,174453,61,312,1797,678654,131211,412806,246590,157326,1035.0,79.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,MADHYA PRADESH,Anuppur,379114,370123,749237,436595,254120,182475,346471,130376,7051,686524,21473,2132,606,86,1653,458365,271733,444954,193520,109813,976.0,58.0
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,MADHYA PRADESH,Ashoknagar,443837,401234,845071,469109,290304,178805,315270,122387,10559,778214,40707,635,8009,1352,15094,435809,359525,535410,194772,114131,904.0,56.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,MADHYA PRADESH,Balaghat,842178,859520,1701698,1147623,626468,521155,893014,459796,19245,1519384,38542,5295,1050,72162,4778,1215160,493415,969773,453605,276799,1021.0,67.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,MADHYA PRADESH,Barwani,699340,686541,1385881,549926,313642,236284,653897,267196,7451,1318869,58222,2967,2361,416,2289,503604,825034,923665,302833,158594,982.0,40.0
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,MADHYA PRADESH,Betul,799236,776126,1575362,939769,529783,409986,786980,358157,11849,1505745,37590,3271,1078,9651,3759,982706,603098,938819,392728,242592,971.0,60.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,MADHYA PRADESH,Bhind,926843,776162,1703005,1094917,676513,418404,520768,158266,9838,1595400,66776,973,4047,12215,19950,957870,388473,1040736,399676,258588,837.0,64.0
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,MADHYA PRADESH,Bhopal,1236130,1134931,2371061,1660690,920314,740376,867457,105195,24732,1755861,525434,23432,10789,21688,25950,1506450,462581,1405814,625594,330291,918.0,70.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,MADHYA PRADESH,Burhanpur,388504,369343,757847,408679,233073,175606,328339,156295,8077,552526,180840,1199,1074,19883,1884,429454,317962,469838,181605,106034,951.0,54.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,MADHYA PRADESH,Chhatarpur,936121,826254,1762375,943033,572010,371023,751797,238364,26390,1676918,70351,1980,968,250,10409,925604,770268,1112636,394060,252417,883.0,54.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,MADHYA PRADESH,Chhindwara,1064468,1026454,2090922,1294198,731294,562904,957984,422668,14585,1923920,100692,4893,2258,24471,7830,1353819,663446,1232263,535316,321977,964.0,62.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,MADHYA PRADESH,Damoh,661873,602346,1264219,747715,445737,301978,574595,250165,67383,1186420,47966,1681,1096,119,25005,771117,469038,768929,312593,181403,910.0,59.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,MADHYA PRADESH,Datia,420157,366597,786754,491445,303815,187630,321160,93744,6839,747693,28483,683,490,7923,453,513988,260076,473097,195131,118186,873.0,62.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,MADHYA PRADESH,Dewas,805359,758356,1563715,925369,550716,374653,742676,310606,11816,1376591,174259,2355,2330,382,6497,897959,565365,943954,388648,230280,942.0,59.0
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,MADHYA PRADESH,Dhar,1112725,1073068,2185793,1077338,638479,438859,1027974,437437,15830,2051219,116202,2261,1607,328,12199,978149,1021851,1377326,533243,273050,964.0,49.0
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,MADHYA PRADESH,Dindori,351913,352611,704524,378714,222759,155955,389925,190962,7958,605435,6736,4238,260,61,687,398176,295655,419531,181841,102522,1002.0,54.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,MADHYA PRADESH,Guna,649362,592157,1241519,653980,400537,253443,514897,175615,12079,1172248,49203,1208,3271,529,13474,618849,578034,793150,285176,162104,912.0,53.0
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,MADHYA PRADESH,Gwalior,1090327,941709,2032036,1357210,803114,554096,685311,120348,22592,1835299,141735,4119,24790,4361,18058,1253339,554486,1218319,519728,291451,864.0,67.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,MADHYA PRADESH,Harda,294838,275627,570465,352550,203807,148743,230979,101256,6459,527462,38640,683,676,93,1573,347639,177731,347774,138882,83417,935.0,62.0
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,MADHYA PRADESH,Hoshangabad,648725,592625,1241350,810644,469199,341445,478082,181967,9982,1175203,52269,4453,3127,1550,3888,791254,344492,730768,318232,191501,914.0,65.0
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,MADHYA PRADESH,Indore,1699627,1577070,3276697,2309130,1289631,1019499,1268195,185528,43584,2728225,415142,18523,25696,11496,71667,2366526,718174,1877270,894464,493096,928.0,70.0
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,MADHYA PRADESH,Jabalpur,1277278,1186011,2463289,1756468,980307,776161,1005624,283636,69946,2159065,203652,23142,13256,4320,33728,1685390,540029,1387369,679185,391903,929.0,71.0
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,MADHYA PRADESH,Jhabua,515023,510025,1025048,352081,214582,137499,515121,115649,5132,960925,15733,38423,141,65,8871,307994,775664,684200,220769,119681,990.0,34.0
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,MADHYA PRADESH,Katni,662013,630029,1292042,790773,460583,330190,543874,223902,31261,1240650,37232,3158,1167,157,5342,820953,465374,778414,326582,185857,952.0,61.0
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,MADHYA PRADESH,Mandla,525272,529633,1054905,604962,348033,256929,559649,318909,9453,849518,16558,12450,436,297,1789,623632,376944,614794,278553,160510,1008.0,57.0
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,MADHYA PRADESH,Mandsaur,682851,657560,1340411,834591,502898,331693,679723,266350,8556,1192588,125548,1120,849,242,19029,855816,467002,781000,346861,211815,963.0,62.0
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,MADHYA PRADESH,Morena,1068417,897553,1965970,1179685,747652,432033,675993,148222,16354,1875495,76159,1092,557,3234,6681,1168209,706917,1254302,452484,257704,840.0,60.0
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,MADHYA PRADESH,Neemuch,422653,403414,826067,508834,307889,200945,418682,136330,4020,741288,67324,1508,1110,224,14165,519073,289113,476995,217403,131227,954.0,62.0
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,MADHYA PRADESH,Panna,533480,483040,1016520,552559,332140,220419,431998,198847,12201,974748,35214,418,186,37,4734,557003,427997,635347,235035,144827,905.0,54.0
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,MADHYA PRADESH,Raisen,700358,631239,1331597,820220,479093,341127,517838,228151,17316,1195235,120331,1725,2262,253,10637,832809,444877,832939,316319,181524,901.0,62.0
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,MADHYA PRADESH,Rajgarh,790212,755602,1545814,804245,488797,315448,745603,330820,12123,1433879,106928,1243,460,121,1599,742583,706958,935230,363218,246447,956.0,52.0
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,MADHYA PRADESH,Ratlam,738241,716828,1455069,825880,485090,340790,690980,305946,11928,1267043,151071,3996,1353,175,29353,819266,622153,876905,363858,213560,971.0,57.0
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,MADHYA PRADESH,Rewa,1225100,1140006,2365106,1441757,845572,596185,991946,463506,50878,2268838,85414,1964,832,986,655,1508142,766166,1460075,540235,362228,931.0,61.0
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,MADHYA PRADESH,Sagar,1256257,1122201,2378458,1545719,908607,637112,1006035,378560,140458,2198297,103480,5580,4146,991,62992,1554882,711804,1470688,569166,335432,893.0,65.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,MADHYA PRADESH,Satna,1157495,1071440,2228935,1371781,801051,570730,911349,371584,46056,2158623,59471,2228,1163,364,3135,1450133,715509,1365647,535086,326049,926.0,62.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,MADHYA PRADESH,Sehore,683743,627589,1311332,780362,469208,311154,586087,227026,9917,1163607,137980,1404,640,357,6232,765195,508396,817608,305605,187611,918.0,60.0
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,MADHYA PRADESH,Seoni,695879,683252,1379131,864194,485341,378853,684434,376404,11957,1145052,79739,1857,360,7288,4982,879546,458811,809922,363037,205237,982.0,63.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,MADHYA PRADESH,Shahdol,540021,526042,1066063,604194,348761,255433,493057,258991,14329,997073,42426,2372,912,268,1737,637863,422736,645619,269145,150655,974.0,57.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,MADHYA PRADESH,Shajapur,780520,732161,1512681,894612,543509,351103,717871,303157,8809,1321003,174724,815,631,179,13755,890916,544791,901161,369741,240768,938.0,59.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,MADHYA PRADESH,Sheopur,361784,326077,687861,328025,208201,119824,277455,115261,4166,638702,41396,230,6387,201,379,285152,393141,449974,155063,82416,901.0,48.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,MADHYA PRADESH,Shivpuri,919795,806255,1726050,900846,573242,327604,759281,220440,13079,1648749,51200,1117,7151,3421,12171,794589,719547,1106084,389652,227989,877.0,52.0
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,MADHYA PRADESH,Sidhi,575912,551121,1127033,600785,353030,247755,461760,262030,15654,1077545,34419,511,128,92,93,661238,477472,721531,253685,150959,957.0,53.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,MADHYA PRADESH,Tikamgarh,760355,684811,1445166,747940,459353,288587,655318,223852,15622,1383475,44143,588,251,109,15569,711045,659348,898323,343824,201875,901.0,52.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,MADHYA PRADESH,Ujjain,1016289,970575,1986864,1240990,730817,510173,897442,302003,19678,1718204,233133,4659,3241,945,24622,1148280,659279,1156749,508302,320502,955.0,62.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,MADHYA PRADESH,Umaria,330674,314084,644758,356672,210907,145765,289691,145690,8767,620515,15966,667,190,70,220,351218,230782,403030,158140,82984,950.0,55.0
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,MADHYA PRADESH,Vidisha,769568,689307,1458875,862918,512344,350574,550402,228308,12408,1287391,149548,1313,914,295,18490,816456,512311,919239,335690,203005,896.0,59.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,MAHARASHTRA,Akola,932334,881572,1813906,1411281,758977,652304,768154,388521,9660,1107809,357253,4483,1504,328033,10205,1460317,352687,998769,483200,327932,946.0,78.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,MAHARASHTRA,Amravati,1480768,1407677,2888445,2251875,1207104,1044771,1236322,667943,20998,2055177,421410,7223,2242,383891,11360,2349512,478074,1540590,783549,553265,951.0,78.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,MAHARASHTRA,Bhandara,605520,594814,1200334,899860,488709,411151,597305,312183,17169,1009352,26502,2145,831,154458,1017,949619,235524,626978,333120,232754,982.0,75.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,MAHARASHTRA,Bid,1349106,1235943,2585049,1718507,987185,731322,1255548,373566,21093,2174672,320395,2097,824,68482,8719,1691672,821607,1473882,614615,494436,916.0,66.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,MAHARASHTRA,Buldana,1337560,1248698,2586258,1879874,1048892,830982,1219641,603227,13770,1845424,354236,3531,1668,364229,12242,1940864,600436,1467457,641840,473071,934.0,73.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,MAHARASHTRA,Chandrapur,1123834,1080473,2204307,1578615,872565,706050,1058172,473983,21346,1780085,92297,10701,5251,286734,3861,1631602,516728,1163802,629890,403719,961.0,72.0
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,MAHARASHTRA,Dhule,1054031,996831,2050862,1293916,723388,570528,936370,429536,20646,1825460,187901,3653,1422,13405,12818,1335558,649568,1167569,513908,350747,946.0,63.0
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,MAHARASHTRA,Gondiya,661554,660953,1322507,1004243,542837,461406,665419,281414,32525,1153861,26157,1827,2160,125282,1568,1060206,256549,704214,371908,244111,999.0,76.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,MAHARASHTRA,Hingoli,606294,571051,1177345,790743,450551,340192,569182,226483,8268,863199,127552,992,643,176679,5278,824880,331388,692117,281905,201828,942.0,67.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,MAHARASHTRA,Jalgaon,2197365,2032552,4229917,2891882,1629223,1262659,1863571,937174,38930,3457615,560261,7091,3091,143865,27404,3014615,1003050,2352671,1080237,763529,925.0,68.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,MAHARASHTRA,Jalna,1011473,947573,1959046,1195523,699428,496095,930886,300937,16705,1504641,274221,12542,1629,152540,9619,1331287,545980,1150104,454836,341479,937.0,61.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,MAHARASHTRA,Kolhapur,1980658,1895343,3876001,2825845,1559760,1266085,1704054,266028,59932,3379906,286558,15573,1570,29766,154882,2901125,778000,1972486,1084858,801590,957.0,73.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,MAHARASHTRA,Latur,1273140,1181056,2454196,1650672,932432,718240,1046857,416578,17663,2006984,367664,2387,935,66535,6387,1765952,596213,1406364,584243,453229,928.0,67.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,MAHARASHTRA,Nagpur,2384975,2268595,4653570,3673808,1959220,1714588,1868560,423587,52419,3492202,390974,34667,20469,668050,24528,3703540,601547,2460820,1361821,818467,951.0,79.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,MAHARASHTRA,Nanded,1730075,1631217,3361292,2189425,1255222,934203,1493953,632395,29158,2501741,471951,3902,13540,354189,5049,2327305,884626,2008314,809135,535827,943.0,65.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,MAHARASHTRA,Nandurbar,833170,815125,1648295,906509,512099,394410,792065,438176,14599,1521618,96182,8467,685,4969,6191,848475,790613,1011352,390419,241534,978.0,55.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,MAHARASHTRA,Nashik,3157186,2950001,6107187,4345366,2397538,1947828,2763328,730228,56132,5237009,693052,23946,8912,94783,38212,4220456,1481778,3580633,1567252,948469,934.0,71.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,MAHARASHTRA,Osmanabad,861535,796041,1657576,1137810,644304,493506,773916,299525,19831,1437623,178925,942,340,28216,4530,1193594,440363,917343,393539,343021,924.0,69.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,MAHARASHTRA,Parbhani,942870,893216,1836086,1157814,666291,491523,822797,317806,13210,1328385,306364,2081,1371,187899,6238,1266426,552643,1078349,436486,313455,947.0,63.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,MAHARASHTRA,Pune,4924105,4505303,9429408,7171723,3940210,3231513,4048993,414461,105711,8090254,673704,134192,27090,340404,127786,6736249,1353077,5184734,2624165,1586132,915.0,76.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,MAHARASHTRA,Ratnagiri,761121,853948,1615069,1199392,619012,580380,714076,153117,17230,1307211,187197,1990,230,113467,3347,1251437,319622,777431,438905,396967,1122.0,74.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,MAHARASHTRA,Sangli,1435728,1386415,2822143,2049467,1121550,927917,1215104,290693,40824,2440312,239607,9098,1260,38210,87453,2124179,579039,1450907,752303,603739,966.0,73.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,MAHARASHTRA,Satara,1510842,1492899,3003741,2225694,1201034,1024660,1354947,297241,39772,2691952,146970,4408,1182,141315,12810,2313266,545423,1517324,800492,671702,988.0,74.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,MAHARASHTRA,Sindhudurg,417332,432319,849651,666067,348289,317778,347178,81816,9679,780384,26264,15471,219,24762,1046,702460,121922,382024,242296,222963,1036.0,78.0
