State,District,Latitude,Longitude,District code,State name,District name,Male,Female,Population,Literate,Male_Literate,Female_Literate,Workers,Agricultural_Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Literate_Education,Illiterate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,No. of females per 1000 males,Literacy_ratio
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,BIHAR,Darbhanga,2059949,1877436,3937385,1816634,1125566,691068,1223640,642115,44846,3042729,881476,3534,832,245,236,2028545,2203198,2535344,865971,529314,911.0,46.0
Bihar,Gaya,24.7266541547278,84.94291217765044,236,BIHAR,Gaya,2266566,2124852,4391418,2297613,1368803,928810,1664062,783505,87178,3876395,488121,3943,913,870,1723,2784730,1953368,2810026,936630,537333,937.0,52.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,BIHAR,Gopalganj,1267666,1294346,2562012,1382998,793905,589093,728201,338666,26049,2119262,436057,2463,271,167,133,1736879,977719,1642807,546202,370662,1021.0,54.0
Bihar,Jamui,24.78418380462726,86.26316298200514,238,BIHAR,Jamui,916064,844341,1760405,858588,534385,324203,727571,331466,105637,1525746,217621,8443,162,159,87,1085477,765297,1135919,392052,227016,922.0,49.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,BIHAR,Jehanabad,585582,539731,1125313,618881,374412,244469,365378,179519,15075,1045117,75742,691,148,248,60,725997,495877,714244,254582,155106,922.0,55.0
Bihar,Katihar,25.56565356037151,87.70466083591326,212,BIHAR,Katihar,1600430,1470599,3071029,1280190,762256,517934,1013566,672291,20577,1684589,1365645,8659,2754,212,507,1445438,1705551,2054202,660403,353483,919.0,42.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,BIHAR,Khagaria,883786,783100,1666886,768028,461153,306875,560805,325731,20816,1486989,175588,1253,143,79,86,925251,903323,1114645,355531,195796,886.0,46.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,BIHAR,Kishanganj,866970,823430,1690400,745056,439921,305135,529064,321867,11633,531236,1149095,5783,398,183,1476,769119,945397,1139615,361114,188447,950.0,44.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,BIHAR,Lakhisarai,526345,474567,1000912,507270,305182,202088,326576,159970,13546,956396,40886,487,140,52,78,597955,450967,650642,218840,130655,902.0,51.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,BIHAR,Madhepura,1047559,954203,2001762,834577,517666,316911,777546,484062,16347,1753829,241760,1342,170,60,133,875510,1202278,1311771,444235,242382,911.0,42.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,BIHAR,Madhubani,2329313,2158066,4487379,2155338,1340085,815253,1636938,940642,54934,3652168,818912,3262,564,328,442,2698989,2003079,2860455,1009424,611899,926.0,48.0
Bihar,Munger,25.198537962962963,86.54173672839504,226,BIHAR,Munger,729041,638724,1367765,801817,473741,328076,426658,196449,16690,1252319,110416,1815,338,95,145,849734,498676,860147,316713,188319,876.0,59.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,BIHAR,Muzaffarpur,2527497,2273565,4801062,2509232,1487117,1022115,1547586,769001,65253,4032773,745546,5149,933,288,382,2903794,1924438,3016735,1079189,697108,900.0,52.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,BIHAR,Nalanda,1497060,1380593,2877653,1519933,919558,600375,1045420,534021,52585,2669775,198033,1978,393,414,561,1985188,1324385,1829128,642197,403129,922.0,53.0
Bihar,Nawada,24.825708836206903,85.61594568965519,237,BIHAR,Nawada,1144668,1074478,2219146,1091012,659474,431538,817041,397505,40018,1964620,244394,1299,250,176,279,1489517,1091439,1440781,485628,288805,939.0,49.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,BIHAR,Pashchim Champaran,2061110,1873932,3935042,1759481,1091226,668255,1478947,998833,38691,3047427,865090,8469,926,1337,296,2182688,1710878,2544205,888205,497793,909.0,45.0
Bihar,Patna,25.40297114503818,85.3198433587787,230,BIHAR,Patna,3078512,2759953,5838465,3459679,2028047,1431632,1881886,658203,85349,5356075,439952,12551,4803,1062,2151,4920726,2590473,3626564,1382654,815638,897.0,59.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,BIHAR,Purba Champaran,2681209,2418162,5099371,2276957,1407603,869354,1737539,1057417,46164,4086453,990349,4865,668,878,464,3150588,2142757,3316422,1122340,648009,902.0,45.0
Bihar,Purnia,25.81714801901739,87.40447606973065,211,BIHAR,Purnia,1699370,1565249,3264619,1332326,805261,527065,1143318,745015,28840,1989420,1255641,7989,614,353,1450,1486857,1798786,2155512,696556,372692,921.0,41.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,BIHAR,Rohtas,1543546,1416372,2959918,1799832,1061783,738049,924879,405544,48512,2645415,300487,2889,2569,1584,252,2188753,876443,1875174,673742,407193,918.0,61.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,BIHAR,Saharsa,997174,903487,1900661,804996,506374,298622,649898,356833,18651,1629254,266620,1292,197,60,109,855188,1151349,1249692,415863,233870,906.0,42.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,BIHAR,Samastipur,2230003,2031563,4261566,2142880,1293575,849305,1343400,721629,47917,3800598,452370,2126,554,292,231,2549708,1996651,2766930,913339,568812,911.0,50.0
Bihar,Saran,25.89656077844312,84.82266287425155,219,BIHAR,Saran,2022821,1929041,3951862,2157454,1285767,871687,1040231,493461,42103,3534772,406449,2330,371,229,322,2653504,1313700,2516115,847031,585386,954.0,55.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,BIHAR,Sheikhpura,329743,306599,636342,328676,196431,132245,224655,109696,9917,596102,37653,313,75,41,43,409518,305609,413475,136898,85045,930.0,52.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,BIHAR,Sheohar,346673,309573,656246,283698,171645,112053,216372,136334,9119,552492,99342,522,216,73,52,308989,348078,421241,139909,93398,893.0,43.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,BIHAR,Sitamarhi,1803252,1620322,3423574,1436794,885188,551606,1114583,635907,37932,2672311,740101,2897,261,253,188,1635891,1852765,2206340,739982,449035,899.0,42.0
Bihar,Siwan,26.1736372013652,84.33766552901022,218,BIHAR,Siwan,1675090,1655374,3330464,1930175,1115906,814269,932416,376344,31244,2712635,608282,2618,369,407,359,2421121,1207119,2115448,713597,498299,988.0,58.0
Bihar,Supaul,26.28157893772896,86.78496465201461,208,BIHAR,Supaul,1155283,1073793,2229076,1033283,647672,385611,877682,554271,22555,1809936,409251,3758,271,136,546,1116063,1220268,1453438,495020,277610,929.0,46.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,BIHAR,Vaishali,1844535,1650486,3495021,1926740,1152576,774164,1060344,502637,36958,3152346,333980,2203,707,362,246,2271286,1479152,2176701,759132,486032,895.0,55.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,CHANDIGARH,Chandigarh,580663,474787,1055450,805438,465346,340092,404136,1687,4799,852574,51447,8720,138329,1160,1960,731491,184265,602411,303748,148945,818.0,76.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,CHHATTISGARH,Bastar,698487,714712,1413199,650863,382335,268528,726531,287828,10821,1277975,12413,27951,2099,985,3466,656234,729550,864272,358157,189569,1023.0,46.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,HIMACHAL PRADESH,Bilaspur,192764,189192,381956,287620,155599,132021,205871,4138,2561,371973,6984,236,2387,113,10,287961,65864,193671,107367,80497,981.0,75.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,CHHATTISGARH,Bilaspur,1351574,1312055,2663629,1596560,932474,664086,1203197,572292,21658,2540763,57973,20745,6373,2979,2357,1624001,943112,1625484,655032,380114,971.0,60.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,HIMACHAL PRADESH,Bilaspur,192764,189192,381956,287620,155599,132021,205871,4138,2561,371973,6984,236,2387,113,10,287961,65864,193671,107367,80497,981.0,75.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,CHHATTISGARH,Bilaspur,1351574,1312055,2663629,1596560,932474,664086,1203197,572292,21658,2540763,57973,20745,6373,2979,2357,1624001,943112,1625484,655032,380114,971.0,60.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,CHHATTISGARH,Dhamtari,397897,401884,799781,546833,303924,242909,402895,182602,7310,777188,10425,2644,1196,667,3612,572304,214637,461125,213021,125429,1010.0,68.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,CHHATTISGARH,Durg,1682101,1661771,3343872,2303378,1284612,1018766,1496805,560415,22565,3129745,83499,24304,24276,19587,17209,2363288,823501,1919832,898241,523656,988.0,69.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,CHHATTISGARH,Jashpur,424747,426922,851669,495415,280656,214759,487360,197558,7553,629509,15336,189588,474,467,694,529825,328438,488965,214455,148100,1005.0,58.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,CHHATTISGARH,Korba,612915,593725,1206640,748759,433391,315368,521186,221806,7899,1133176,30195,21059,3666,897,753,780221,410186,729708,309479,166959,969.0,62.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,CHHATTISGARH,Koriya,334737,324180,658917,397823,229923,167900,307071,94648,4830,604259,25878,9398,1391,84,1155,457761,179639,399581,165022,94073,968.0,60.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,CHHATTISGARH,Mahasamund,511967,520787,1032754,637963,364089,273874,499260,278073,6135,1008061,12570,5284,2941,521,1495,702532,384764,582544,272009,177826,1017.0,62.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,CHHATTISGARH,Raigarh,750278,743706,1493984,951639,542756,408883,690167,323788,9959,1422986,17332,47653,2117,781,409,1017307,460166,841958,398257,253488,991.0,64.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,MAHARASHTRA,Raigarh,1344345,1289855,2634200,1939994,1059692,880302,1072969,191182,32919,2239370,227465,17452,7477,121791,12260,1861740,482420,1414154,748339,462741,959.0,74.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,CHHATTISGARH,Raigarh,750278,743706,1493984,951639,542756,408883,690167,323788,9959,1422986,17332,47653,2117,781,409,1017307,460166,841958,398257,253488,991.0,64.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,MAHARASHTRA,Raigarh,1344345,1289855,2634200,1939994,1059692,880302,1072969,191182,32919,2239370,227465,17452,7477,121791,12260,1861740,482420,1414154,748339,462741,959.0,74.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,CHHATTISGARH,Raipur,2048186,2015686,4063872,2629749,1493158,1136591,1757664,708993,34078,3881485,103038,23181,16707,8397,17137,2674728,1247434,2454299,1038155,560184,984.0,65.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,CHHATTISGARH,Surguja,1193129,1166757,2359886,1187941,694686,493255,1155807,523356,12643,2126195,81442,97432,2303,1287,623,1299718,991866,1441436,561915,355077,978.0,50.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,DAMAN AND DIU,Daman,124659,66514,191173,150348,104316,46032,105521,481,409,171537,16087,2618,169,216,244,119741,20641,122589,52868,15428,534.0,79.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,GUJARAT,Junagadh,1404356,1338726,2743082,1842818,1046981,795837,1123709,333996,9645,2397056,334858,2586,1110,1291,3841,1886269,669022,1527888,749156,461650,953.0,67.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,GUJARAT,Junagadh,1404356,1338726,2743082,1842818,1046981,795837,1123709,333996,9645,2397056,334858,2586,1110,1291,3841,1886269,669022,1527888,749156,461650,953.0,67.0
Goa,North Goa,15.548723418714054,73.80667997909038,585,GOA,North Goa,416677,401331,818008,663060,351738,311322,327658,14120,8862,622213,57941,134169,618,553,546,636063,99538,380926,260533,175035,963.0,81.0
Goa,South Goa,15.195278658183785,73.941792596877,586,GOA,South Goa,322463,318074,640537,502427,264085,238342,249590,12640,5846,341664,63623,231961,855,542,563,463596,88577,314480,194872,130605,986.0,78.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,GUJARAT,Ahmadabad,3788051,3426174,7214225,5435760,3025463,2410297,2594952,268954,54876,6042416,883238,50754,14542,4518,209287,5805299,1129562,3952858,2043895,1198152,904.0,75.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,GUJARAT,Amreli,771049,743141,1514190,995459,558180,437279,657139,209935,6083,1410463,99105,919,415,243,2053,1039194,380595,836343,389892,282409,964.0,66.0
Gujarat,Anand,22.282718206229863,72.57782051557454,482,GUJARAT,Anand,1087224,1005521,2092745,1551253,874481,676772,844794,346329,16460,1798794,250919,29789,1524,267,8591,1588947,360506,1134962,585093,366419,925.0,74.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,GUJARAT,Banas Kantha,1610379,1510127,3120506,1704923,1048402,656521,1248600,350541,11812,2890305,213505,1686,486,281,12659,1799274,1207376,1984701,738412,394793,938.0,55.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,GUJARAT,Bharuch,805707,745312,1551019,1118276,623047,495229,627124,253577,8902,1188204,343511,9494,1733,442,4813,1056350,273829,844298,442523,254728,925.0,72.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,GUJARAT,Bhavnagar,1490201,1390164,2880365,1887255,1087371,799884,1150632,334025,17996,2632574,212863,3457,1410,445,26974,2103528,508664,1708938,720241,445121,933.0,66.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,GUJARAT,Gandhinagar,723864,667889,1391753,1030494,582686,447808,534976,129356,8600,1319586,57273,3237,1985,497,6405,1049555,246993,769329,391862,224886,923.0,74.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,GUJARAT,Jamnagar,1114192,1045927,2160119,1396534,795140,601394,847440,147193,11359,1810443,320805,4392,1873,1086,18856,1320610,502873,1220598,576319,358455,939.0,65.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,GUJARAT,Kachchh,1096737,995634,2092371,1252319,739239,513080,776228,183971,10802,1608921,442355,6192,6353,490,25312,1150801,581952,1278604,524052,286086,908.0,60.0
Gujarat,Kheda,22.88765312500002,73.018803515625,483,GUJARAT,Kheda,1185727,1114158,2299885,1660243,942480,717763,933983,359842,12455,2000884,264482,26629,1403,300,3479,1749234,482078,1260660,628221,388646,940.0,72.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,GUJARAT,Mahesana,1056520,978544,2035064,1502645,847499,655146,812064,242969,10282,1885732,136431,1954,1082,146,7087,1474304,434497,1119451,554432,357578,926.0,74.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,GUJARAT,Narmada,301086,289211,590297,370336,211767,158569,294795,188030,2594,559848,22600,4413,147,80,373,380328,192780,336830,157910,93466,961.0,63.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,GUJARAT,Navsari,678165,651507,1329672,1001909,539471,462438,591834,206608,7173,1225087,78669,5733,2459,601,13386,967020,261956,673014,390349,258957,961.0,75.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,GUJARAT,Panch Mahals,1226961,1163815,2390776,1440805,858054,582751,1097507,376038,10771,2220974,158513,2863,662,337,5236,1575872,781582,1421859,599925,363391,949.0,60.0
Gujarat,Patan,23.80634198473284,71.75162977099237,470,GUJARAT,Patan,694397,649337,1343734,837913,494631,343282,554830,227080,6392,1194745,142797,916,337,66,3602,856932,452891,786357,341381,213465,935.0,62.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,GUJARAT,Porbandar,300209,285240,585449,393678,221621,172057,231169,48964,2371,549749,33565,500,248,91,515,389163,137119,314886,163777,105638,950.0,67.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,GUJARAT,Rajkot,1974445,1830113,3804558,2725056,1514075,1210981,1479050,214285,23780,3397406,361388,5478,1918,1170,33591,2740751,738660,2080568,1052871,659576,927.0,72.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,GUJARAT,Sabar Kantha,1244231,1184358,2428589,1578734,918625,660109,1084878,333867,10909,2260560,148563,6375,614,168,11110,1691327,665058,1393131,630963,400905,952.0,65.0
Gujarat,Surat,21.25761372772093,72.93488716344339,492,GUJARAT,Surat,3402224,2679098,6081322,4571410,2687468,1883942,2553542,325739,42040,5260193,660772,21052,5703,12902,112835,4495898,942150,3563443,1740746,723415,787.0,75.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,GUJARAT,Surendranagar,909917,846351,1756268,1093626,643221,450405,723500,270861,9518,1620282,109681,1419,512,312,22992,1189959,493427,1033435,439352,280582,930.0,62.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,GUJARAT,The Dangs,113821,114470,228291,140968,77314,63654,118257,40486,1172,203545,3593,20029,69,32,39,149466,91160,146095,51821,30027,1006.0,62.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,GUJARAT,Vadodara,2153736,2011890,4165626,2893080,1614087,1278993,1693473,570361,17680,3713941,384579,23813,9340,2069,27650,2868332,910219,2213474,1190041,733710,934.0,69.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,GUJARAT,Valsad,887222,818456,1705678,1170657,655528,515129,743245,183025,11833,1571147,94034,19661,1589,913,13809,1093866,405928,944532,485874,259906,922.0,69.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,HARYANA,Ambala,598703,529647,1128350,818025,461288,356737,372139,57293,15753,955096,22143,3705,138202,381,4845,793235,222031,617859,308126,201685,885.0,72.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,HARYANA,Bhiwani,866672,767773,1634445,1069871,643158,426713,623006,103788,14855,1611031,15515,873,2401,254,1016,1093788,459364,964960,405760,261428,886.0,65.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,HARYANA,Faridabad,966110,843623,1809733,1272739,734940,537799,579229,29288,32286,1588407,161680,9743,34572,640,4883,1306146,346567,1095602,481318,231029,873.0,70.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,HARYANA,Fatehabad,495360,446651,942011,557578,327471,230107,369083,97997,6558,779243,8360,996,150969,171,1172,542399,344534,555745,237009,147469,902.0,59.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,HARYANA,Gurgaon,816690,697742,1514432,1111116,638666,472450,544716,27097,18228,1408801,70842,9725,15097,944,7451,1123831,263720,875531,428101,210307,854.0,73.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,HARYANA,Hisar,931562,812369,1743931,1114311,670200,444111,691621,144213,16097,1701061,21650,1945,12270,334,3620,1093767,505251,1017830,456536,265109,872.0,64.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,HARYANA,Jhajjar,514667,443738,958405,676091,399480,276611,326534,44845,9254,945693,8247,734,1042,105,645,627288,201028,549975,245095,162356,862.0,71.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,HARYANA,Jind,713006,621146,1334152,832758,502049,330709,523422,102071,9114,1276669,23016,889,29103,172,2594,815843,419624,784085,335704,213478,871.0,62.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,HARYANA,Kaithal,571003,503301,1074304,646529,385782,260747,373899,85651,9450,974520,8232,1769,87558,265,351,662470,369869,630194,265813,176320,881.0,60.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74,HARYANA,Karnal,797712,707612,1505324,978013,564516,413497,516062,133723,15311,1341002,31650,2049,126207,532,1516,1004186,429220,884972,380409,234684,887.0,65.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,HARYANA,Kurukshetra,510976,453679,964655,646893,370828,276065,336780,85890,6726,805175,15970,1943,140395,214,375,642789,266638,552034,250830,160216,888.0,67.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,HARYANA,Mahendragarh,486665,435423,922088,630255,380440,249815,338584,38320,7639,913251,5660,301,1737,75,644,654072,245602,530000,229392,161258,895.0,68.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,HARYANA,Panchkula,299679,261614,561293,405318,229862,175456,211479,12827,9870,490702,23451,2583,40951,1008,1626,388559,119222,309078,157076,93606,873.0,72.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,HARYANA,Panipat,646857,558580,1205437,786599,464136,322463,412318,62358,15824,1083936,86622,2261,25064,289,4647,752884,296212,739075,298764,167244,864.0,65.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,HARYANA,Rewari,474335,425997,900332,636947,375453,261494,337727,28215,9782,889133,5713,701,1804,202,1525,635173,206827,518747,230704,150557,898.0,71.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,HARYANA,Rohtak,568479,492725,1061204,747582,436025,311557,345967,36568,8521,1043887,8185,732,3916,200,3491,808357,248795,605741,269354,185685,867.0,70.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,HARYANA,Sirsa,682582,612607,1295189,782897,456968,325929,502003,147042,11952,940255,9524,2186,338962,370,2256,792628,412353,750228,334344,208185,897.0,60.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,HIMACHAL PRADESH,Chamba,261320,257760,519080,323842,186064,137778,294035,9193,4521,479782,32455,1559,2745,1740,57,344427,154575,306555,130606,81566,986.0,62.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,HIMACHAL PRADESH,Hamirpur,217070,237698,454768,358091,180555,177536,241931,8824,3347,449412,3711,243,591,95,293,376978,72551,224044,123941,106641,1095.0,79.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,UTTAR PRADESH,Hamirpur,593537,510748,1104285,653299,408125,245174,443655,181449,19876,1010014,91269,814,196,74,41,835920,364848,660774,260368,181109,861.0,59.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,HIMACHAL PRADESH,Hamirpur,217070,237698,454768,358091,180555,177536,241931,8824,3347,449412,3711,243,591,95,293,376978,72551,224044,123941,106641,1095.0,79.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,UTTAR PRADESH,Hamirpur,593537,510748,1104285,653299,408125,245174,443655,181449,19876,1010014,91269,814,196,74,41,835920,364848,660774,260368,181109,861.0,59.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,HIMACHAL PRADESH,Kangra,750591,759484,1510075,1152640,606443,546197,675170,54849,15662,1461140,19797,3023,8929,14511,194,1176288,271892,766581,419172,319420,1012.0,76.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,HIMACHAL PRADESH,Kinnaur,46249,37872,84121,60699,36697,24002,56273,2537,944,64732,448,485,249,18086,29,59428,16944,42360,26599,15075,819.0,72.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,HIMACHAL PRADESH,Kullu,225452,212451,437903,307672,174550,133122,269084,12372,2707,415669,2974,1568,1396,15377,94,310349,103136,244727,120510,72282,942.0,70.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,HIMACHAL PRADESH,Mandi,498065,501712,999777,723747,393669,330078,572671,15822,7134,981412,9460,876,4081,2628,43,763468,218570,524285,279321,194661,1007.0,72.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,HIMACHAL PRADESH,Shimla,425039,388971,814010,612642,342846,269796,430926,26114,7967,791449,11810,2025,4047,3262,185,623801,137576,425721,241956,145577,915.0,75.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,HIMACHAL PRADESH,Sirmaur,276289,253566,529855,362645,205617,157028,280083,10730,5313,476830,33215,577,15501,2645,236,368841,140486,310244,136839,82471,918.0,68.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,HIMACHAL PRADESH,Solan,308754,271566,580320,428578,244372,184206,298737,10283,4969,548579,14678,1452,13926,574,591,423408,104084,321533,167168,90808,880.0,74.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,HIMACHAL PRADESH,Una,263692,257481,521173,399715,213281,186434,215346,19604,3427,480138,14275,390,26009,56,70,424468,87735,273223,142351,105358,976.0,77.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,JAMMU AND KASHMIR,Doda,213641,196295,409936,219083,138620,80463,151912,12199,1932,187621,220614,472,422,21,22,248131,163565,263576,93189,52744,919.0,53.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,JAMMU AND KASHMIR,Jammu,813821,716137,1529958,1137135,641916,495219,508622,36873,10589,1289240,107489,12104,114272,470,1987,1173121,268279,816827,435895,275585,880.0,74.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,JAMMU AND KASHMIR,Kargil,77785,63017,140802,86236,56301,29935,51873,3763,1222,10341,108239,604,1171,20126,28,82938,39854,87532,35561,17488,810.0,61.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,JAMMU AND KASHMIR,Kathua,326109,290326,616435,389204,228499,160705,200431,21566,3952,540063,64234,1828,9551,24,16,426572,181297,357864,160123,97684,890.0,63.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,JAMMU AND KASHMIR,Pulwama,293064,267376,560440,293958,178326,115632,188420,34080,10615,13840,535159,1109,9440,35,6,310482,190369,342601,137032,80111,912.0,52.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,JAMMU AND KASHMIR,Punch,251899,224936,476835,261724,163333,98391,161393,31583,3930,32604,431279,958,11188,83,10,288430,164044,304979,109818,61334,893.0,55.0
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,JAMMU AND KASHMIR,Srinagar,651124,585705,1236829,748584,431746,316838,407188,10408,20095,42540,1177342,2746,12187,285,74,904049,310225,693238,351561,190330,900.0,61.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,JAMMU AND KASHMIR,Udhampur,296784,258201,554985,322354,197543,124811,243672,11396,2641,489044,59771,1962,3418,106,57,330760,194838,339145,140785,74757,870.0,58.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,JHARKHAND,Bokaro,1072807,989523,2062330,1273520,759088,514432,685368,126406,21671,1636460,241451,13730,4174,1890,2045,1448037,595924,1261238,510375,282115,922.0,62.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,JHARKHAND,Chatra,533935,508951,1042886,510061,303902,206159,397690,188513,14210,903179,116710,6565,888,35,129,587378,467975,692650,222892,126682,953.0,49.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,JHARKHAND,Deoghar,775022,717051,1492073,793538,489837,303701,551467,209693,39361,1165140,302626,6027,143,188,282,875351,635544,944961,338413,205514,925.0,53.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,JHARKHAND,Dhanbad,1405956,1278531,2684487,1722204,1014950,707254,844504,103488,25889,2149480,431762,11243,9727,331,1268,1882625,662522,1634835,648876,356445,909.0,64.0
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,JHARKHAND,Dumka,668514,652928,1321442,672409,406275,266134,624779,303084,23106,1044726,106865,86404,234,267,162,743623,601078,799323,324226,196164,977.0,51.0
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,JHARKHAND,Garhwa,683575,639209,1322784,653476,405161,248315,571431,328673,14487,1104475,194680,17168,123,371,20,716376,557852,860869,284036,177599,935.0,49.0
